date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:46:24	63333/63333	---MCZ	200	added ('OK')	application/javascript	etag:W/%22492cc3b1542c1463ed2eb594a34e5035%22	https://static.parastorage.com/services/wixstores-client-cart-icon/1.711.0/cartIcon.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-cart-icon/1.711.0/cartIcon.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:25	903226/903226	---MCZ	200	added ('OK')	application/javascript	etag:W/%224943c471a1230cbe7c035bdeee5a2d07%22	https://static.parastorage.com/services/wixstores-client-product-page/1.1421.0/productPage.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-product-page/1.1421.0/productPage.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:25	164626/164626	---MCZ	200	added ('OK')	application/javascript	etag:W/%220a33f5a45eb4b699b0ff0b5dae9259a0%22	https://static.parastorage.com/services/wixstores-client-product-widget/1.730.0/productWidget.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-product-widget/1.730.0/productWidget.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:26	28563/28563	---MCZ	200	added ('OK')	application/javascript	etag:W/%2270daa35ce9f0564d6b33a9f077762190%22	https://static.parastorage.com/services/wixstores-client-product-widget/1.730.0/productWidgetController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-product-widget/1.730.0/productWidgetController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:26	102502/102502	---MCZ	200	added ('OK')	application/javascript	etag:W/%222bfe32190c7d165962ef6104835f8343%22	https://static.parastorage.com/services/wixstores-client-add-to-cart/1.323.0/addToCart.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-add-to-cart/1.323.0/addToCart.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:27	452294/452294	---MCZ	200	added ('OK')	application/javascript	etag:W/%22489ac1a1de4b5bff102c2fa06c02876c%22	https://static.parastorage.com/services/wixstores-client-wishlist/1.497.0/wishlist.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-wishlist/1.497.0/wishlist.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:27	494324/494324	---MCZ	200	added ('OK')	application/javascript	etag:W/%228c2776cb6cc3c6ed3ce7e698faef4c5a%22	https://static.parastorage.com/services/wixstores-client-gallery/1.1379.0/sliderGallery.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-gallery/1.1379.0/sliderGallery.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:28	421526/421526	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e5f0c4fe472504122fb5dbbabacfa9e%22	https://static.parastorage.com/services/wixstores-client-worker/1.1183.0/thankYouPageController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-worker/1.1183.0/thankYouPageController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:28	89433/89433	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ba8db43d1df04653fff0e27a27b4c6e%22	https://static.parastorage.com/services/wixstores-client-worker/1.1183.0/editor.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-worker/1.1183.0/editor.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:29	351724/351724	---MCZ	200	added ('OK')	application/javascript	etag:W/%22849a3189a4a5e6f657ec336848d178d9%22	https://static.parastorage.com/services/wix-thunderbolt/dist/clientWorker.80a058d4.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/clientWorker.80a058d4.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:30	938880/938880	---MCZ	200	added ('OK')	application/javascript	etag:W/%223356975bfd1725d8564c8a2912cd57e7%22	https://static.parastorage.com/services/wix-form-builder/1.3408.0/editor-app.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-form-builder/1.3408.0/editor-app.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:30	112244/112244	---M-Z	200	added ('OK')	application/javascript	etag:W/%22924e86095bf01b29314da1ba002ed53e%22	https://static.parastorage.com/services/wix-form-builder/1.3408.0/viewer-app.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-form-builder/1.3408.0/viewer-app.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:30	95337/95337	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d57e07b6709e01f377a47630ce4d4f52%22	https://static.parastorage.com/services/wixstores-client-worker/1.1183.0/viewerScript.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-worker/1.1183.0/viewerScript.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:31	25712/25712	---MCZ	200	added ('OK')	application/javascript	etag:W/%2206e705cf4df8799cfa95d633a21ed55e%22	https://static.parastorage.com/services/wixstores-client-cart-icon/1.711.0/cartIconController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-cart-icon/1.711.0/cartIconController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:31	127406/127406	---MCZ	200	added ('OK')	application/javascript	etag:W/%2228529e32fc4923f9cd6a60e0385b138b%22	https://static.parastorage.com/services/wixstores-client-product-page/1.1421.0/productPageController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-product-page/1.1421.0/productPageController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:32	26149/26149	---MCZ	200	added ('OK')	application/javascript	etag:W/%226d23f4cf579c3d0547e1a9ca8cd19881%22	https://static.parastorage.com/services/wixstores-client-add-to-cart/1.323.0/addToCartController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-add-to-cart/1.323.0/addToCartController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:32	64017/64017	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bcb956edddbf80571fa733c0f871b22d%22	https://static.parastorage.com/services/wixstores-client-wishlist/1.497.0/wishlistController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-wishlist/1.497.0/wishlistController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:33	66264/66264	---MCZ	200	added ('OK')	application/javascript	etag:W/%227705d6a7c8c4788d61fa96b6289f96eb%22	https://static.parastorage.com/services/wixstores-client-gallery/1.1379.0/sliderGalleryController.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wixstores-client-gallery/1.1379.0/sliderGalleryController.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:34	1282363/1282363	---M-Z	200	added ('OK')	application/javascript	etag:W/%229a9b7fc5131465840d096858c56488de%22	https://static.parastorage.com/services/editor-elements/1.2316.0/componentSSRSdks.bundle.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/1.2316.0/componentSSRSdks.bundle.js	(from https://johnnashola.wixsite.com/website-1)
18:46:34	50560/50560	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e4c9aeda02cb8358b4fee1104e71262e%22	https://static.parastorage.com/services/editor-elements/dist/componentSdks.98f9fe67.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/dist/componentSdks.98f9fe67.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:35	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Sep%202020%2016:46:36%20GMT	https://johnnashola.wixsite.com/website-1/robots.txt	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/robots.txt	(from https://johnnashola.wixsite.com/website-1)
18:46:35	423/423	---M--	200	added ('OK')	text/xml	etag:d4739ec1f8d0de22db28a12fb9a95a9c	https://johnnashola.wixsite.com/website-1/sitemap.xml	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/sitemap.xml	(from https://johnnashola.wixsite.com/website-1)
18:46:36	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Sep%202020%2016:46:37%20GMT	https://johnnashola.wixsite.com/website-1/feed.xml	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/feed.xml	(from https://johnnashola.wixsite.com/website-1)
18:46:36	2937/2937	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Sep%202020%2016:46:38%20GMT	https://johnnashola.wixsite.com/website-1/$&/	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/$&/index.html	(from https://johnnashola.wixsite.com/website-1)
18:46:36	91059/91059	---MCZ	200	added ('OK')	application/javascript	etag:W/%2244e470d608aa35e2defdf8a77d742848%22	https://static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.d1735002.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/bootstrap-features.d1735002.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:36	243/243	---M-Z	403	error ('Forbidden')	application/xml	date:Thu,%2010%20Sep%202020%2016:46:38%20GMT	https://johnnashola.wixsite.com/_partials/	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/_partials/index.html	(from https://johnnashola.wixsite.com/website-1)
18:46:37	170691/170691	---MCZ	200	added ('OK')	application/javascript	etag:W/%220dbcade2bbe0212b1a3514aa6827e74b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.d3b8fe54.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/main.d3b8fe54.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:37	73261/73261	---MCZ	200	added ('OK')	application/javascript	etag:W/%22bc0594c54450e8ac689739b6b198067a%22	https://static.parastorage.com/unpkg/lodash@4.17.15/lodash.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/unpkg/lodash@4.17.15/lodash.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:37	13846/13846	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eefdd1e5bc7c329b2ffce35643d3714e%22	https://static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.9666147a.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/wix-code-sdk-providers.9666147a.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:38	27029/27029	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f8a2f2bdb09f676a1d0d236273100354%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.aa90fdf9.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/siteMembers.aa90fdf9.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:38	3119/3119	---MCZ	200	added ('OK')	application/javascript	etag:W/%226f860182577a994b3cf45ef20ead5a13%22	https://static.parastorage.com/services/wix-thunderbolt/dist/siteScrollBlocker.afce05eb.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/siteScrollBlocker.afce05eb.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:39	5892/5892	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c873e89d0ba118cf962d7771e42b36ca%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.95d016ec.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/tpaCommons.95d016ec.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:39	727/727	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b40c517e7696c85af1e11feb5f108f6b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.64195e95.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/windowMessageRegistrar.64195e95.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:40	17371/17371	---MCZ	200	added ('OK')	application/javascript	etag:W/%229eb41438f51361a78f69e0951db6fe9c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platform.84625171.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/platform.84625171.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:41	122730/122730	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a1a8490198a18a81bfff670b3c10808a%22	https://static.parastorage.com/services/wix-thunderbolt/dist/vendors~vendor-react-dom.8409266d.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/vendors_vendor-react-dom.8409266d.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:42	385/385	---M--	200	added ('OK')	application/javascript	etag:%22899fb457c99856f1b0e01a6c329b5075%22	https://static.parastorage.com/services/wix-thunderbolt/dist/vendor-react-dom.d957af46.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/vendor-react-dom.d957af46.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:43	58325/58325	---M-Z	200	added ('OK')	application/javascript	etag:%2227315422580e3fc670b3db4a0f32598e%22	https://browser.sentry-cdn.com/5.21.4/bundle.min.js	C:/My%20Web%20Sites/ll/browser.sentry-cdn.com/5.21.4/bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:44	9923/9923	---M-Z	200	added ('OK')	application/javascript	etag:W/%2250c2387a607c1f452ae94b294eaf3373%22	https://static.parastorage.com/services/tag-manager-client/1.126.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/tag-manager-client/1.126.0/siteTags.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:44	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2010%20Sep%202020%2016:46:46%20GMT	https://johnnashola.wixsite.com/	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/index.html	(from https://johnnashola.wixsite.com/website-1)
18:46:44	121430/121430	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c885d7b6f6d7a70d34d2e896ae2dcefd%22	https://static.parastorage.com/services/editor-elements/dist/thunderboltElements.aa04a7a4.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/dist/thunderboltElements.aa04a7a4.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:45	22211/22211	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c606b8dcabc70a7083cd0d15d4b0ca17%22	https://static.parastorage.com/services/wix-perf-measure/1.218.0/wix-perf-measure.bundle.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-perf-measure/1.218.0/wix-perf-measure.bundle.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:45	939/939	---MCZ	200	added ('OK')	application/javascript	etag:W/%22c358c507efcd13e2ea188122c7a6fc03%22	https://static.parastorage.com/services/wix-thunderbolt/dist/activePopup.8e7c5ef9.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/activePopup.8e7c5ef9.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:46	1037/1037	---MCZ	200	added ('OK')	application/javascript	etag:W/%225203f377664a1f481e58572c5a6883e5%22	https://static.parastorage.com/services/wix-thunderbolt/dist/dropdownMenu.ec210910.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/dropdownMenu.ec210910.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:46	1483/1483	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fa77ea689a0270c75b70b6c5d21165f2%22	https://static.parastorage.com/services/wix-thunderbolt/dist/navigation.d4b7baa6.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/navigation.d4b7baa6.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:47	897/897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2221993d49966b2f02704b1b292b37fe57%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ooiTpaSharedConfig.fa6d533b.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/ooiTpaSharedConfig.fa6d533b.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:47	4711/4711	---MCZ	200	added ('OK')	application/javascript	etag:W/%22246e4664532612b5bde181a614c26a71%22	https://static.parastorage.com/services/wix-thunderbolt/dist/ooi.ee07e8c5.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/ooi.ee07e8c5.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:48	1814/1814	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e6371306a43359a2483f08c0302d385d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageScroll.6be15a3d.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/pageScroll.6be15a3d.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:48	2650/2650	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b76c6fa7c250b728d3351544fabf7a30%22	https://static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.23eb1e09.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/platformPubsub.23eb1e09.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:49	652/652	---MCZ	200	added ('OK')	application/javascript	etag:W/%2234fb7c167232e70b244450e0ded269ee%22	https://static.parastorage.com/services/wix-thunderbolt/dist/scrollRestoration.5e55489b.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/scrollRestoration.5e55489b.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:49	2492/2492	---MCZ	200	added ('OK')	application/javascript	etag:W/%2230d886247adf8d1c20e1e1078732bc85%22	https://static.parastorage.com/services/wix-thunderbolt/dist/scrollToAnchor.a1bf7967.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/scrollToAnchor.a1bf7967.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:50	64168/64168	---MCZ	200	added ('OK')	application/javascript	etag:W/%22eda7286c23b4c1dc554150ae20cf1f12%22	https://static.parastorage.com/services/wix-thunderbolt/dist/tpa.1417301f.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/tpa.1417301f.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:50	2637/2637	---MCZ	200	added ('OK')	application/javascript	etag:W/%220ccc3dca1867ed04023e3c672935320c%22	https://static.parastorage.com/services/wix-thunderbolt/dist/windowScroll.efa5803c.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/windowScroll.efa5803c.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:50	885/885	---MCZ	200	added ('OK')	application/javascript	etag:W/%22df15cba7a55cd01a08d127a4e799ccfd%22	https://static.parastorage.com/services/wix-thunderbolt/dist/landingPage.9f8899ed.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/landingPage.9f8899ed.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:51	1268/1268	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f7df437847103a0a5b07ba432630047b%22	https://static.parastorage.com/services/wix-thunderbolt/dist/onloadCompsBehaviors.a4c0b445.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/onloadCompsBehaviors.a4c0b445.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:51	3828/3828	---MCZ	200	added ('OK')	application/javascript	etag:W/%222e509f659b71fb6754b3e5e7bfe75f83%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageAnchors.aebb7081.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/pageAnchors.aebb7081.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:52	3832/3832	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253b15c89ea320407e7576a1b4eb7bb39%22	https://static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.d170fa3b.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/wix-thunderbolt/dist/pageTransitions.d170fa3b.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:52	27185/27185	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f7cc160d05806dd90322ba4395b2d81e%22	https://static.parastorage.com/services/editor-elements/dist/bootstrap-components.ad85f13c.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/dist/bootstrap-components.ad85f13c.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:53	3813/3813	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b59844632467b4efb216c8b0664edb55%22	https://static.parastorage.com/services/editor-elements/dist/FiveGridLine.d3f762c7.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/dist/FiveGridLine.d3f762c7.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:53	11020/11020	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ffa628cd473c5d137098bfeb912d40bf%22	https://static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextOnlyMenuButtonSkin.5027905c.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/dist/DropDownMenu_TextOnlyMenuButtonSkin.5027905c.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:54	3620/3620	---M-Z	200	added ('OK')	application/javascript	etag:W/%22263704772e56d000e1e7196ede072a05%22	https://static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.5e6786a5.chunk.min.js	C:/My%20Web%20Sites/ll/static.parastorage.com/services/editor-elements/dist/FreemiumBannerDesktop.5e6786a5.chunk.min.js	(from https://johnnashola.wixsite.com/website-1)
18:46:55	530044/530044	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Sep%202020%2016:46:56%20GMT	https://johnnashola.wixsite.com/website-1/shop	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/shop.html	(from https://johnnashola.wixsite.com/website-1)
18:46:56	406090/406090	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Sep%202020%2016:46:57%20GMT	https://johnnashola.wixsite.com/website-1/	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/index.html	(from https://johnnashola.wixsite.com/website-1)
18:46:56	406752/406752	---MCZ	200	added ('OK')	text/html	date:Thu,%2010%20Sep%202020%2016:46:57%20GMT	https://johnnashola.wixsite.com/website-1/cart-page	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/cart-page.html	(from https://johnnashola.wixsite.com/website-1)
18:46:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Sep%202020%2016:46:58%20GMT	https://johnnashola.wixsite.com/website-1/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://johnnashola.wixsite.com/website-1/)
18:46:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2010%20Sep%202020%2016:46:58%20GMT	https://johnnashola.wixsite.com/website-1/;%20$Path=/;%20XSRF-TOKEN=1599756380|SW6og52cP4RM;%20$Path=/;%20hs=425542645;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/	C:/My%20Web%20Sites/ll/johnnashola.wixsite.com/website-1/;%20$Path=/;%20XSRF-TOKEN=1599756380_SW6og52cP4RM;%20$Path=/;%20hs=425542645;%20$Path=/;%20$Path=/;%20SameSite=none;%20$Path=/index.html	(from https://johnnashola.wixsite.com/website-1/shop)
